Date,Time,Attendance,Gender_Demographic,Age_Demographic,Movie_Title,Genre,Producer,Distributor,Rotten_Tomatoes,IMDB,Metacritic,Certificate_Rating,Certificate_Body,Capacity,Video_System,Sound_System
2024-10-25,11:39:00,31,0.5,19.2,Toy Story 4,Adventure,Universal,20th Century Fox,78,7.8,73,TV-PG,MPA,200,ABD,Audionic
2024-08-30,11:58:00,13,0.0,18.8,La vita è bella,Fantasy,Pixar ,Paramount,86,8.6,81,Unrated,MPA,100,ABD,Audionic
2024-08-16,11:10:00,41,0.1,30.4,The African Queen,Adventure,Warner Bros.,Disney,77,7.7,72,Passed ,MPA,200,ABD,Audionic
2024-05-03,11:32:00,12,0.6,27.1,Ajeossi,Action,Paramount,LucasFilm ,78,7.8,73,PG-13,MPA,300,ABD,Audionic
2023-08-20,10:56:00,14,0.5,36.6,Amadeus,Biography,20th Century Fox,20th Century Fox,83,8.3,78,PG-13,MPA,300,ABD,Audionic
2024-08-23,09:09:00,41,0.1,19.4,First Blood,Action,Disney,Warner Bros.,77,7.7,72,A,MPA,100,ABD,Audionic
2023-02-04,09:26:00,30,0.7,39.4,Notorious,Fantasy,DreamWorks,Pixar ,79,7.9,74,TV-PG,MPA,200,ABD,Audionic
2024-08-03,11:28:00,30,0.2,27.0,The Graduate,Fantasy,20th Century Fox,20th Century Fox,80,8.0,75,A,MPA,200,ABD,Audionic
2024-04-26,09:20:00,23,1.0,32.2,Deadpool,Action,LucasFilm ,Universal,80,8.0,75,PG-13,MPA,200,Dolby Digital,Dolby Digital
2023-02-14,09:22:00,39,0.8,17.3,Goodfellas,Biography,LucasFilm ,Paramount,87,8.7,82,A,MPA,300,ABD,Audionic
2024-09-05,11:53:00,31,0.1,24.2,Night of the Living Dead,Romance,20th Century Fox,Pixar ,79,7.9,74,TV-PG,MPA,200,ABD,Audionic
2023-05-24,11:10:00,7,0.6,23.9,Un prophète,Drama,Universal,20th Century Fox,79,7.9,74,A,MPA,200,ABD,Audionic
2024-06-03,09:54:00,15,0.6,31.5,To Be or Not to Be,Music,Warner Bros.,Warner Bros.,82,8.2,77,GP,AFI,100,ABD,Audionic
2023-05-20,10:55:00,3,0.4,37.2,Mysterious Skin,Fantasy,Pixar ,LucasFilm ,76,7.6,71,PG-13,MPA,100,ABD,Audionic
2024-09-21,10:59:00,11,0.0,15.3,Before Sunset,Fantasy,Universal,LucasFilm ,81,8.1,76,PG-13,MPA,200,ABD,Audionic
2024-04-11,09:53:00,22,0.9,33.0,The Wrestler,Fantasy,20th Century Fox,Paramount,79,7.9,74,Unrated,MPA,100,Dolby Digital,Dolby Digital
2023-06-04,10:09:00,46,0.6,22.8,Ang-ma-reul bo-at-da,Action,DreamWorks,Pixar ,78,7.8,73,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2023-04-30,10:55:00,20,0.4,37.1,Dil Chahta Hai,Fantasy,LucasFilm ,20th Century Fox,81,8.1,76,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-10-21,11:35:00,39,0.9,28.7,Amores perros,Fantasy,DreamWorks,20th Century Fox,81,8.1,76,A,MPA,100,ABD,Audionic
2024-07-30,09:26:00,1,0.7,24.5,Joyeux Noël,Fantasy,Paramount,LucasFilm ,77,7.7,72,PG,MPA,300,Dolby Digital,Dolby Digital
2023-11-12,10:05:00,37,0.8,34.7,Nueve reinas,Drama,Warner Bros.,Pixar ,79,7.9,74,PG-13,MPA,100,Dolby Digital,Dolby Digital
2024-10-23,11:19:00,50,0.2,31.8,Sleepers,Drama,Warner Bros.,20th Century Fox,76,7.6,71,Unrated,MPA,100,Dolby Digital,Dolby Digital
2023-12-17,11:42:00,1,0.7,23.3,Wreck-It Ralph,Adventure,LucasFilm ,Pixar ,77,7.7,72,TV-PG,MPA,300,ABD,Audionic
2023-12-05,09:02:00,33,0.7,37.7,Salinui chueok,Drama,Paramount,Pixar ,81,8.1,76,Unrated,MPA,100,Dolby Digital,Dolby Digital
2023-12-04,10:43:00,8,0.8,15.8,The Shop Around the Corner,Fantasy,Disney,Paramount,81,8.1,76,TV-PG,MPA,300,ABD,Audionic
2024-04-20,11:00:00,45,0.0,25.2,"Aguirre, der Zorn Gottes",Action,Pixar ,Warner Bros.,79,7.9,74,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2023-11-05,11:59:00,42,0.5,24.3,Strangers on a Train,Drama,Disney,Pixar ,79,7.9,74,A,MPA,100,Dolby Digital,Dolby Digital
2024-06-18,10:43:00,24,0.6,18.8,Gegen die Wand,Fantasy,Universal,Paramount,79,7.9,74,PG-13,MPA,300,Dolby Digital,Dolby Digital
2024-10-01,09:26:00,49,0.5,26.8,Mr. Nobody,Fantasy,DreamWorks,Disney,78,7.8,73,PG-13,MPA,300,Dolby Digital,Dolby Digital
2024-12-30,10:24:00,3,0.8,24.5,My Fair Lady,Fantasy,Warner Bros.,20th Century Fox,78,7.8,73,TV-PG,MPA,300,ABD,Audionic
2023-01-01,10:29:00,2,0.8,39.1,Sin City,Drama,Disney,Paramount,80,8.0,75,A,MPA,200,ABD,Audionic
2024-12-15,11:59:00,12,0.9,26.2,Ayla: The Daughter of War,Biography,LucasFilm ,Paramount,84,8.4,79,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-01-23,11:29:00,31,0.9,21.8,La passion de Jeanne d'Arc,Biography,LucasFilm ,DreamWorks,81,8.1,76,GP,AFI,200,ABD,Audionic
2024-09-03,11:17:00,17,0.0,34.6,The Lost Weekend,Fantasy,Disney,20th Century Fox,79,7.9,74,GP,AFI,100,ABD,Audionic
2024-06-10,11:37:00,35,0.8,34.0,Only the Brave,Action,Pixar ,DreamWorks,76,7.6,71,Unrated,MPA,100,Dolby Digital,Dolby Digital
2024-01-18,10:41:00,12,0.9,28.8,Man on Fire,Action,Paramount,LucasFilm ,77,7.7,72,Unrated,MPA,300,Dolby Digital,Dolby Digital
2023-02-15,11:26:00,42,0.7,30.3,Boksuneun naui geot,Drama,DreamWorks,DreamWorks,76,7.6,71,PG-13,MPA,100,Dolby Digital,Dolby Digital
2024-02-08,11:49:00,3,0.7,32.2,Ray,Biography,DreamWorks,LucasFilm ,77,7.7,72,A,MPA,100,ABD,Audionic
2024-10-18,10:26:00,31,0.2,32.5,Das Cabinet des Dr. Caligari,History,Universal,DreamWorks,81,8.1,76,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2023-09-10,11:35:00,17,0.3,26.1,The Naked Gun: From the Files of Police Squad!,Drama,20th Century Fox,Warner Bros.,76,7.6,71,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2024-02-12,09:30:00,13,0.9,23.0,American Beauty,Fantasy,Warner Bros.,20th Century Fox,83,8.3,78,Unrated,MPA,300,Dolby Digital,Dolby Digital
2024-01-10,09:20:00,38,1.0,17.9,A Clockwork Orange,Drama,Paramount,Universal,83,8.3,78,A,MPA,300,Dolby Digital,Dolby Digital
2024-06-18,10:12:00,37,0.3,39.7,Back to the Future Part II,Adventure,Warner Bros.,Disney,78,7.8,73,TV-PG,MPA,100,ABD,Audionic
2023-04-21,09:13:00,48,0.1,33.5,Platoon,Fantasy,LucasFilm ,DreamWorks,81,8.1,76,A,MPA,200,Dolby Digital,Dolby Digital
2023-06-06,10:21:00,21,0.5,27.6,Bound by Honor,Drama,Pixar ,20th Century Fox,80,8.0,75,PG-13,MPA,100,Dolby Digital,Dolby Digital
2023-01-18,10:51:00,46,0.9,21.4,The Illusionist,Fantasy,Warner Bros.,Universal,76,7.6,71,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2024-11-26,09:55:00,27,0.8,36.0,Sicario,Action,20th Century Fox,Disney,76,7.6,71,A,MPA,100,Dolby Digital,Dolby Digital
2023-01-04,10:55:00,35,0.8,19.1,Bride of Frankenstein,Fantasy,Pixar ,Pixar ,78,7.8,73,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-06-25,09:11:00,42,0.2,30.4,3:10 to Yuma,Action,Paramount,LucasFilm ,77,7.7,72,A,MPA,200,ABD,Audionic
2023-09-08,10:10:00,42,0.6,31.0,To Kill a Mockingbird,Drama,Paramount,Warner Bros.,82,8.2,77,TV-PG,MPA,100,ABD,Audionic
2023-04-25,11:19:00,37,0.4,39.3,Harold and Maude,Fantasy,Pixar ,Pixar ,79,7.9,74,Passed ,MPA,300,Dolby Digital,Dolby Digital
2024-05-23,09:23:00,29,0.1,25.9,Shichinin no samurai,Action,Paramount,Pixar ,86,8.6,81,TV-PG,MPA,200,ABD,Audionic
2024-02-02,11:49:00,23,0.8,29.1,Jules et Jim,Fantasy,LucasFilm ,LucasFilm ,78,7.8,73,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2023-09-13,10:24:00,16,0.5,21.8,Mary Poppins,History,DreamWorks,Paramount,78,7.8,73,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2024-02-05,10:27:00,17,0.2,23.7,Dawn of the Planet of the Apes,Action,DreamWorks,Paramount,76,7.6,71,Unrated,MPA,100,ABD,Audionic
2024-10-18,11:13:00,22,0.8,22.0,"4 luni, 3 saptamâni si 2 zile",Fantasy,Pixar ,DreamWorks,79,7.9,74,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-05-02,10:39:00,19,1.0,27.3,Hell or High Water,Action,20th Century Fox,20th Century Fox,76,7.6,71,PG-13,MPA,200,ABD,Audionic
2023-11-14,09:45:00,22,0.3,33.4,Udta Punjab,Action,Pixar ,LucasFilm ,78,7.8,73,A,MPA,200,ABD,Audionic
2023-02-19,11:38:00,50,0.6,21.1,Rushmore,Fantasy,LucasFilm ,DreamWorks,77,7.7,72,Unrated,MPA,300,ABD,Audionic
2024-09-29,10:57:00,38,0.3,26.0,Incendies,Fantasy,LucasFilm ,Disney,83,8.3,78,PG-13,MPA,100,Dolby Digital,Dolby Digital
2023-06-19,10:46:00,12,0.9,17.2,Bin-jip,Drama,Pixar ,Paramount,80,8.0,75,TV-PG,MPA,200,ABD,Audionic
2024-01-22,09:18:00,15,0.7,39.8,Almost Famous,Adventure,20th Century Fox,Pixar ,79,7.9,74,A,MPA,100,Dolby Digital,Dolby Digital
2024-03-27,10:17:00,42,1.0,26.3,Casablanca,Fantasy,Universal,Disney,85,8.5,80,TV-PG,MPA,200,ABD,Audionic
2023-06-15,10:41:00,18,0.1,21.2,Die Welle,Fantasy,Warner Bros.,Pixar ,76,7.6,71,TV-PG,MPA,100,ABD,Audionic
2023-07-12,09:55:00,48,0.8,31.6,Creed,Fantasy,Disney,LucasFilm ,76,7.6,71,A,MPA,100,Dolby Digital,Dolby Digital
2024-03-16,10:23:00,25,0.1,37.0,Hidden Figures,Biography,LucasFilm ,20th Century Fox,78,7.8,73,Unrated,MPA,200,ABD,Audionic
2023-07-22,11:22:00,28,0.7,22.5,The Silence of the Lambs,Drama,Warner Bros.,Paramount,86,8.6,81,Unrated,MPA,200,ABD,Audionic
2023-09-13,09:27:00,29,0.6,39.4,Tonari no Totoro,Crime,20th Century Fox,Disney,82,8.2,77,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2024-05-21,10:45:00,7,0.4,29.0,Sherlock Holmes,Action,Pixar ,DreamWorks,76,7.6,71,PG,MPA,100,Dolby Digital,Dolby Digital
2023-01-19,09:02:00,18,0.9,35.7,"Planes, Trains & Automobiles",Fantasy,Disney,DreamWorks,76,7.6,71,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-12-25,09:38:00,28,0.7,16.2,Perfetti sconosciuti,Fantasy,Paramount,Disney,78,7.8,73,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-05-12,10:34:00,8,0.1,21.2,Manbiki kazoku,Drama,Pixar ,20th Century Fox,79,7.9,74,A,MPA,100,Dolby Digital,Dolby Digital
2023-12-29,11:46:00,28,0.2,30.5,Jodaeiye Nader az Simin,Fantasy,Warner Bros.,DreamWorks,83,8.3,78,PG,MPA,100,ABD,Audionic
2023-04-10,11:31:00,15,0.8,19.6,Zombieland,Adventure,DreamWorks,Pixar ,76,7.6,71,A,MPA,100,Dolby Digital,Dolby Digital
2023-06-25,10:11:00,44,0.0,18.9,Detachment,Fantasy,Paramount,Universal,77,7.7,72,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2024-04-13,11:23:00,25,0.6,37.3,Night on Earth,Fantasy,Paramount,Pixar ,78,7.8,73,PG-13,MPA,100,Dolby Digital,Dolby Digital
2024-01-13,09:24:00,35,0.6,28.9,Yip Man,Action,20th Century Fox,LucasFilm ,80,8.0,75,PG-13,MPA,200,Dolby Digital,Dolby Digital
2024-05-19,11:46:00,25,0.2,22.2,Rush,Action,DreamWorks,Warner Bros.,81,8.1,76,Unrated,MPA,100,Dolby Digital,Dolby Digital
2023-06-23,09:13:00,25,1.0,19.7,Mad Max 2,Action,Universal,20th Century Fox,76,7.6,71,A,MPA,200,Dolby Digital,Dolby Digital
2023-06-04,11:20:00,24,0.7,34.2,The Artist,Fantasy,Warner Bros.,LucasFilm ,79,7.9,74,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-06-13,09:40:00,38,0.3,28.0,Network,Fantasy,Warner Bros.,Paramount,81,8.1,76,Unrated,MPA,100,Dolby Digital,Dolby Digital
2024-11-25,09:32:00,24,0.9,20.1,"Aguirre, der Zorn Gottes",Action,Pixar ,Warner Bros.,79,7.9,74,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-11-19,10:59:00,10,0.3,28.2,How to Train Your Dragon 2,Action,20th Century Fox,Pixar ,78,7.8,73,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2023-05-23,11:15:00,16,0.6,22.2,G.O.R.A.,Adventure,Pixar ,Paramount,80,8.0,75,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-10-07,10:19:00,17,0.2,34.5,Hana-bi,Drama,Disney,20th Century Fox,78,7.8,73,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2023-02-03,09:53:00,31,0.3,23.8,Just Mercy,Biography,DreamWorks,Universal,76,7.6,71,A,MPA,300,ABD,Audionic
2023-03-12,11:29:00,15,0.3,38.5,Hana-bi,Drama,Disney,20th Century Fox,78,7.8,73,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2024-08-16,10:27:00,23,0.0,16.0,Adaptation.,Fantasy,Universal,LucasFilm ,77,7.7,72,PG-13,MPA,100,ABD,Audionic
2024-07-12,11:37:00,13,0.6,22.0,Omohide poro poro,Crime,DreamWorks,20th Century Fox,76,7.6,71,TV-PG,MPA,200,ABD,Audionic
2023-08-19,11:19:00,8,0.7,27.0,25th Hour,Fantasy,Paramount,Paramount,76,7.6,71,PG-13,MPA,100,Dolby Digital,Dolby Digital
2023-04-12,11:55:00,43,0.7,28.2,Mission: Impossible - Fallout,Action,Paramount,Warner Bros.,77,7.7,72,Unrated,MPA,300,ABD,Audionic
2024-05-21,09:56:00,11,0.6,20.5,Stalker,Fantasy,LucasFilm ,20th Century Fox,82,8.2,77,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-09-12,11:32:00,3,0.5,15.0,Kill Bill: Vol. 2,Action,Warner Bros.,Paramount,80,8.0,75,A,MPA,300,ABD,Audionic
2024-03-07,09:21:00,10,1.0,25.7,300,Action,DreamWorks,Warner Bros.,76,7.6,71,A,MPA,200,Dolby Digital,Dolby Digital
2024-08-20,11:49:00,48,0.6,23.2,1917,Fantasy,Universal,DreamWorks,83,8.3,78,PG-13,MPA,300,Dolby Digital,Dolby Digital
2024-07-22,10:40:00,39,0.5,31.6,A Little Princess,Fantasy,Disney,LucasFilm ,77,7.7,72,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-05-29,10:55:00,1,0.8,24.7,Death Note: Desu nôto,Drama,LucasFilm ,20th Century Fox,77,7.7,72,TV-PG,MPA,200,ABD,Audionic
2023-08-02,11:39:00,35,0.4,20.2,La vie d'Adèle,Fantasy,Pixar ,DreamWorks,77,7.7,72,A,MPA,200,ABD,Audionic
2024-01-18,10:57:00,15,0.2,27.3,Isle of Dogs,Adventure,20th Century Fox,LucasFilm ,79,7.9,74,TV-PG,MPA,200,ABD,Audionic
2023-11-16,09:07:00,8,0.8,35.3,Gladiator,Action,Universal,Universal,85,8.5,80,Unrated,MPA,200,ABD,Audionic
2024-03-13,10:04:00,40,0.0,31.6,Badlands,Action,LucasFilm ,Paramount,78,7.8,73,Passed ,MPA,300,ABD,Audionic
2024-06-08,10:49:00,2,0.5,24.3,Life of Brian,Comedy,Pixar ,Disney,81,8.1,76,PG-13,MPA,200,ABD,Audionic
2023-04-03,10:43:00,24,0.6,18.6,Haider,Action,Disney,20th Century Fox,81,8.1,76,Unrated,MPA,300,Dolby Digital,Dolby Digital
2024-09-13,10:05:00,11,0.0,26.0,Double Indemnity,Drama,LucasFilm ,20th Century Fox,83,8.3,78,GP,AFI,200,ABD,Audionic
2024-04-30,09:53:00,23,0.9,19.9,Todo sobre mi madre,Fantasy,DreamWorks,LucasFilm ,78,7.8,73,PG-13,MPA,100,Dolby Digital,Dolby Digital
2024-04-13,09:52:00,10,0.3,30.1,The Man Who Would Be King,Adventure,DreamWorks,Pixar ,78,7.8,73,Passed ,MPA,200,ABD,Audionic
2024-01-03,11:22:00,11,0.8,33.2,Chugyeokja,Action,DreamWorks,Paramount,78,7.8,73,TV-PG,MPA,200,ABD,Audionic
2024-08-26,11:01:00,17,0.0,18.7,Apollo 13,Adventure,20th Century Fox,20th Century Fox,76,7.6,71,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-03-09,10:26:00,26,0.3,30.2,The Last of the Mohicans,Action,Disney,Warner Bros.,77,7.7,72,Unrated,MPA,100,ABD,Audionic
2023-04-28,09:44:00,45,0.7,33.1,The Wild Bunch,Action,Universal,Warner Bros.,79,7.9,74,A,MPA,200,ABD,Audionic
2024-05-02,09:23:00,11,0.3,33.6,Waking Life,Crime,Paramount,20th Century Fox,78,7.8,73,PG-13,MPA,200,Dolby Digital,Dolby Digital
2024-12-29,10:06:00,19,0.6,35.7,Sanjuro,Action,Paramount,DreamWorks,81,8.1,76,TV-PG,MPA,100,ABD,Audionic
2023-01-22,09:40:00,34,0.7,36.8,Tropa de Elite,Action,Pixar ,Universal,80,8.0,75,PG-13,MPA,200,ABD,Audionic
2023-03-14,11:48:00,4,0.7,35.1,La migliore offerta,Drama,DreamWorks,Disney,78,7.8,73,PG-13,MPA,100,Dolby Digital,Dolby Digital
2023-11-10,10:38:00,11,0.4,23.0,Mimi wo sumaseba,Crime,DreamWorks,Paramount,79,7.9,74,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2023-05-30,11:11:00,30,0.8,22.8,Death Note: Desu nôto,Drama,LucasFilm ,20th Century Fox,77,7.7,72,TV-PG,MPA,200,ABD,Audionic
2023-08-22,11:29:00,34,0.2,38.2,JFK,Fantasy,Disney,Paramount,80,8.0,75,Unrated,MPA,100,Dolby Digital,Dolby Digital
2024-04-01,11:45:00,1,0.5,23.7,Lawrence of Arabia,Adventure,Universal,Universal,83,8.3,78,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2023-04-29,11:03:00,46,1.0,21.0,Ben-Hur,Adventure,Paramount,Disney,81,8.1,76,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2024-06-18,09:43:00,9,0.4,21.6,Once Upon a Time... in Hollywood,Fantasy,20th Century Fox,LucasFilm ,76,7.6,71,A,MPA,300,ABD,Audionic
2023-03-04,11:32:00,14,0.1,38.8,Hable con ella,Fantasy,Pixar ,20th Century Fox,79,7.9,74,PG-13,MPA,300,ABD,Audionic
2023-12-02,09:40:00,10,0.8,36.4,The Shining,Fantasy,Warner Bros.,Universal,84,8.4,79,A,MPA,300,Dolby Digital,Dolby Digital
2024-09-28,11:36:00,18,0.7,36.4,Solaris,Fantasy,DreamWorks,Warner Bros.,81,8.1,76,Passed ,MPA,200,Dolby Digital,Dolby Digital
2023-03-26,09:55:00,3,0.3,25.6,The Thin Red Line,Fantasy,20th Century Fox,Universal,76,7.6,71,A,MPA,100,Dolby Digital,Dolby Digital
2024-06-05,10:15:00,22,0.5,35.9,Secrets & Lies,Fantasy,Universal,DreamWorks,80,8.0,75,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2023-02-06,11:32:00,16,0.3,25.8,The Sixth Sense,Fantasy,DreamWorks,Paramount,81,8.1,76,A,MPA,200,Dolby Digital,Dolby Digital
2024-09-30,10:30:00,18,0.9,22.6,The Message,Biography,Paramount,LucasFilm ,82,8.2,77,Passed ,MPA,200,ABD,Audionic
2024-05-10,10:50:00,31,0.8,23.8,In America,Fantasy,Pixar ,DreamWorks,77,7.7,72,PG,MPA,300,Dolby Digital,Dolby Digital
2024-05-18,10:16:00,25,0.4,33.0,Gilda,Fantasy,Pixar ,DreamWorks,77,7.7,72,Approved,AFI,100,ABD,Audionic
2024-02-17,10:16:00,22,0.6,37.9,In a Lonely Place,Fantasy,Warner Bros.,Pixar ,80,8.0,75,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-07-14,10:52:00,42,0.6,30.1,Dead Poets Society,Fantasy,LucasFilm ,Universal,81,8.1,76,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2024-09-23,11:05:00,26,0.4,26.6,The Last of the Mohicans,Action,Disney,Warner Bros.,77,7.7,72,Unrated,MPA,100,ABD,Audionic
2023-02-11,11:53:00,41,0.4,27.7,Gattaca,Fantasy,Universal,Warner Bros.,78,7.8,73,Unrated,MPA,300,Dolby Digital,Dolby Digital
2023-05-06,10:12:00,13,0.2,37.3,Good Will Hunting,Fantasy,Disney,Disney,83,8.3,78,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-01-19,09:27:00,23,0.3,18.6,Sabrina,Fantasy,LucasFilm ,20th Century Fox,77,7.7,72,GP,AFI,200,Dolby Digital,Dolby Digital
2024-08-04,11:09:00,17,0.1,29.5,Before Midnight,Fantasy,20th Century Fox,Paramount,79,7.9,74,PG-13,MPA,300,ABD,Audionic
2024-09-12,09:47:00,22,0.4,19.0,Walk the Line,Biography,20th Century Fox,LucasFilm ,78,7.8,73,PG,MPA,300,ABD,Audionic
2023-08-15,09:46:00,4,0.4,38.6,Kaguyahime no monogatari,Adventure,Warner Bros.,Pixar ,80,8.0,75,TV-PG,MPA,200,ABD,Audionic
2023-12-18,11:13:00,33,0.6,20.7,The Last Samurai,Action,Pixar ,Universal,77,7.7,72,Unrated,MPA,100,ABD,Audionic
2024-10-28,11:10:00,2,0.5,29.5,Blowup,Fantasy,Disney,LucasFilm ,76,7.6,71,A,MPA,100,Dolby Digital,Dolby Digital
2023-04-28,10:55:00,36,0.5,39.5,The Hurricane,Biography,LucasFilm ,Disney,76,7.6,71,PG-13,MPA,100,Dolby Digital,Dolby Digital
2023-01-02,10:24:00,18,1.0,16.1,Nebraska,Adventure,Pixar ,Universal,77,7.7,72,Unrated,MPA,200,ABD,Audionic
2024-06-09,10:45:00,44,0.2,33.0,The Bridges of Madison County,Fantasy,LucasFilm ,Disney,76,7.6,71,A,MPA,300,ABD,Audionic
2024-01-12,11:20:00,34,1.0,30.5,Pink Floyd: The Wall,Fantasy,LucasFilm ,Disney,81,8.1,76,Unrated,MPA,300,Dolby Digital,Dolby Digital
2023-01-25,09:43:00,43,0.6,37.7,Mr. Smith Goes to Washington,Fantasy,Pixar ,LucasFilm ,81,8.1,76,GP,AFI,300,ABD,Audionic
2023-11-10,09:18:00,20,0.4,32.2,JFK,Fantasy,Disney,Paramount,80,8.0,75,Unrated,MPA,100,Dolby Digital,Dolby Digital
2023-04-16,09:15:00,38,0.7,25.3,The Purple Rose of Cairo,History,LucasFilm ,Universal,77,7.7,72,TV-PG,MPA,200,ABD,Audionic
2023-12-04,09:21:00,7,0.3,21.5,The Fugitive,Action,20th Century Fox,Universal,78,7.8,73,TV-PG,MPA,200,ABD,Audionic
2023-08-07,09:53:00,18,0.4,16.5,Cowboy Bebop: Tengoku no tobira,Action,DreamWorks,Disney,79,7.9,74,TV-PG,MPA,300,ABD,Audionic
2024-12-08,09:00:00,40,0.5,29.0,Rio Bravo,Action,Universal,Paramount,80,8.0,75,GP,AFI,100,Dolby Digital,Dolby Digital
2024-02-17,11:20:00,8,0.2,15.5,Kung fu,Action,20th Century Fox,LucasFilm ,77,7.7,72,Unrated,MPA,300,Dolby Digital,Dolby Digital
2024-10-07,10:11:00,33,0.8,18.0,Million Dollar Baby,Fantasy,LucasFilm ,20th Century Fox,81,8.1,76,Unrated,MPA,300,ABD,Audionic
2024-01-23,10:16:00,4,0.2,29.4,Eastern Promises,Action,Pixar ,DreamWorks,76,7.6,71,PG-13,MPA,100,ABD,Audionic
2024-10-23,11:58:00,15,1.0,29.6,Vozvrashchenie,Fantasy,LucasFilm ,Warner Bros.,80,8.0,75,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2023-09-17,10:07:00,1,0.6,33.1,Before Sunrise,Fantasy,Paramount,20th Century Fox,81,8.1,76,PG-13,MPA,100,Dolby Digital,Dolby Digital
2023-04-08,11:14:00,20,0.5,33.2,Kaze tachinu,Crime,Disney,Disney,78,7.8,73,PG,MPA,100,ABD,Audionic
2023-10-08,11:27:00,31,0.8,33.5,The Wrestler,Fantasy,20th Century Fox,Paramount,79,7.9,74,Unrated,MPA,100,Dolby Digital,Dolby Digital
2024-12-13,09:17:00,11,0.1,20.7,Ford v Ferrari,Action,Warner Bros.,Universal,81,8.1,76,Unrated,MPA,100,ABD,Audionic
2023-04-16,11:17:00,20,0.3,34.3,Auf der anderen Seite,Fantasy,Universal,Paramount,78,7.8,73,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-08-03,10:28:00,42,0.9,38.9,Young Frankenstein,Comedy,Disney,Warner Bros.,80,8.0,75,A,MPA,100,ABD,Audionic
2023-05-10,09:44:00,21,0.3,17.3,Trois couleurs: Bleu,Fantasy,Pixar ,Pixar ,79,7.9,74,TV-PG,MPA,100,ABD,Audionic
2023-02-27,11:52:00,35,0.7,19.3,No Man's Land,Fantasy,Paramount,Universal,79,7.9,74,PG-13,MPA,200,ABD,Audionic
2024-07-12,09:15:00,5,0.0,37.5,Dangal,Action,Universal,Universal,84,8.4,79,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2023-07-16,11:37:00,46,0.4,32.3,Eastern Promises,Action,Pixar ,DreamWorks,76,7.6,71,PG-13,MPA,300,Dolby Digital,Dolby Digital
2023-11-05,09:13:00,18,0.3,23.7,Eskiya,Drama,LucasFilm ,DreamWorks,82,8.2,77,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2024-09-08,11:49:00,1,0.4,19.6,E.T. the Extra-Terrestrial,Sport,Universal,Disney,78,7.8,73,TV-PG,MPA,300,ABD,Audionic
2023-05-01,09:03:00,40,0.4,25.5,October Sky,Biography,LucasFilm ,Disney,78,7.8,73,Passed ,MPA,200,Dolby Digital,Dolby Digital
2023-05-15,10:14:00,29,0.2,34.5,Boyhood,Fantasy,Paramount,Universal,79,7.9,74,A,MPA,100,Dolby Digital,Dolby Digital
2024-08-10,09:13:00,11,0.8,15.3,Kind Hearts and Coronets,Drama,Warner Bros.,Paramount,80,8.0,75,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2023-03-07,10:08:00,17,1.0,23.3,Airlift,Fantasy,Disney,Disney,80,8.0,75,Unrated,MPA,200,ABD,Audionic
2024-04-14,11:31:00,40,0.7,16.8,Braveheart,Biography,Pixar ,LucasFilm ,83,8.3,78,A,MPA,100,ABD,Audionic
2024-01-12,11:43:00,23,0.9,33.8,Midnight Cowboy,Fantasy,DreamWorks,Paramount,78,7.8,73,A,MPA,300,ABD,Audionic
2023-07-07,09:51:00,2,0.3,37.2,Seppuku,Action,Warner Bros.,Warner Bros.,86,8.6,81,TV-PG,MPA,100,Dolby Digital,Dolby Digital
